#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
3557	106718	216	RP11-151D14.2	ALDH1A1	ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1	9606	Homo sapiens	unknown	target	Asson-Batres MA (2006)	16538685	173884	156	Vitamin A	Retinol|all-trans-retinol|(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol|Vitamin A1|all-trans-retinyl alcohol|all-trans-vitamin A alcohol	infant's multiple vitamin drop	DRUGBANK	DB00162	C20H30O	small molecule	A11CA01|R01AX02|S01XA02|D10AD02	68-26-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
4261	106962	472	-	ATM	AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1	9606	Homo sapiens	unknown	target	Blasina A (1999)	10531013	174349	194	Caffeine	Cafine|1,3,7-trimethylpurine-2,6-dione|Theine|7-methyltheophylline|Coffein|Methyltheobromine|Koffein|Guaranine|1-methyltheobromine|Thein|tena|1,3,7-trimethyl-2,6-dioxopurine|Coffeinum|Anhydrous caffeine|Matena|1,3,7-trimethylxanthine|Caffeinum|Cafena|3,7-Dihydro-1,3,7-trimethyl-1H-purin-2,6-dion	stay awake maximum strength|fi	DRUGBANK	DB00201	C8H10N4O2	small molecule	N06BC01|V04CG30	58-08-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	RYYVLZVUVIJVGH-UHFFFAOYSA-N
4262	106962	472	-	ATM	AT1|ATA|ATC|ATD|ATDC|ATE|TEL1|TELO1	9606	Homo sapiens	unknown	target	Sarkaria JN (1999)	10485486	174348	194	Caffeine	Cafine|1,3,7-trimethylpurine-2,6-dione|Theine|7-methyltheophylline|Coffein|Methyltheobromine|Koffein|Guaranine|1-methyltheobromine|Thein|tena|1,3,7-trimethyl-2,6-dioxopurine|Coffeinum|Anhydrous caffeine|Matena|1,3,7-trimethylxanthine|Caffeinum|Cafena|3,7-Dihydro-1,3,7-trimethyl-1H-purin-2,6-dion	stay awake maximum strength|fi	DRUGBANK	DB00201	C8H10N4O2	small molecule	N06BC01|V04CG30	58-08-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	RYYVLZVUVIJVGH-UHFFFAOYSA-N
7793	106719	217	-	ALDH2	ALDH-E2|ALDHI|ALDM	9606	Homo sapiens	unknown	target	Imming P (2006)	17016423	171742	526	Guanidine	Gu|Iminourea|Aminomethanamidine|Imidourea|Guanidin|H2N-C(=NH)-NH2|GUANIDINE	guanidine hydrochloride	DRUGBANK	DB00536	CH5N3	small molecule	-	113-00-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZRALSGWEFCBTJO-UHFFFAOYSA-N
7794	106719	217	-	ALDH2	ALDH-E2|ALDHI|ALDM	9606	Homo sapiens	unknown	target	Overington JP (2006)	17139284	171741	526	Guanidine	Gu|Iminourea|Aminomethanamidine|Imidourea|Guanidin|H2N-C(=NH)-NH2|GUANIDINE	guanidine hydrochloride	DRUGBANK	DB00536	CH5N3	small molecule	-	113-00-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZRALSGWEFCBTJO-UHFFFAOYSA-N
10136	106718	216	RP11-151D14.2	ALDH1A1	ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1	9606	Homo sapiens	unknown	target	Mic FA (2004)	15366004	178209	745	Tretinoin	ATRA|Tretinoin|Tretinoine (french) (einecs)|Retin-a|all-trans-beta-Retinoic acid|All Trans-Retinoic Acid|Trtinone|All Trans Retinoic Acid|Solage|3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ecl)|Retionic Acid|trans-Retinoic acid|all-trans-Retinoic acid|RETINOIC acid|Retisol-a|Vesanoid|Ro 1-5488|Vitinoin|Renova|AGN 100335|Vitamin A acid|(all-e)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid|all-trans-Tretinoin|Tretin m|beta-Retinoic acid|all-(e)-Retinoic acid|Stieva-a|Tretinoina|Tretinoinum|all-trans-Vitamin a1 acid|Eudyna|all-trans-Vitamin a acid|Acide retinoique (french) (dsl)	tretinoin gel microsphere|viti	DRUGBANK	DB00755	C20H28O2	small molecule	L01XX14|D10AD01|D10AD51	302-79-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	SHGAZHPCJJPHSC-YCNIQYBTSA-N
10137	106718	216	RP11-151D14.2	ALDH1A1	ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1	9606	Homo sapiens	unknown	target	Gidlof AC (2006)	16837774	173874	745	Tretinoin	ATRA|Tretinoin|Tretinoine (french) (einecs)|Retin-a|all-trans-beta-Retinoic acid|All Trans-Retinoic Acid|Trtinone|All Trans Retinoic Acid|Solage|3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ecl)|Retionic Acid|trans-Retinoic acid|all-trans-Retinoic acid|RETINOIC acid|Retisol-a|Vesanoid|Ro 1-5488|Vitinoin|Renova|AGN 100335|Vitamin A acid|(all-e)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid|all-trans-Tretinoin|Tretin m|beta-Retinoic acid|all-(e)-Retinoic acid|Stieva-a|Tretinoina|Tretinoinum|all-trans-Vitamin a1 acid|Eudyna|all-trans-Vitamin a acid|Acide retinoique (french) (dsl)	tretinoin gel microsphere|viti	DRUGBANK	DB00755	C20H28O2	small molecule	L01XX14|D10AD01|D10AD51	302-79-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	SHGAZHPCJJPHSC-YCNIQYBTSA-N
10138	106718	216	RP11-151D14.2	ALDH1A1	ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1	9606	Homo sapiens	unknown	target	Matt N (2005)	16207763	119194	745	Tretinoin	ATRA|Tretinoin|Tretinoine (french) (einecs)|Retin-a|all-trans-beta-Retinoic acid|All Trans-Retinoic Acid|Trtinone|All Trans Retinoic Acid|Solage|3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ecl)|Retionic Acid|trans-Retinoic acid|all-trans-Retinoic acid|RETINOIC acid|Retisol-a|Vesanoid|Ro 1-5488|Vitinoin|Renova|AGN 100335|Vitamin A acid|(all-e)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid|all-trans-Tretinoin|Tretin m|beta-Retinoic acid|all-(e)-Retinoic acid|Stieva-a|Tretinoina|Tretinoinum|all-trans-Vitamin a1 acid|Eudyna|all-trans-Vitamin a acid|Acide retinoique (french) (dsl)	tretinoin gel microsphere|viti	DRUGBANK	DB00755	C20H28O2	small molecule	L01XX14|D10AD01|D10AD51	302-79-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	SHGAZHPCJJPHSC-YCNIQYBTSA-N
10139	106718	216	RP11-151D14.2	ALDH1A1	ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1	9606	Homo sapiens	unknown	target	Kim H (2005)	16166285	178211	745	Tretinoin	ATRA|Tretinoin|Tretinoine (french) (einecs)|Retin-a|all-trans-beta-Retinoic acid|All Trans-Retinoic Acid|Trtinone|All Trans Retinoic Acid|Solage|3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ecl)|Retionic Acid|trans-Retinoic acid|all-trans-Retinoic acid|RETINOIC acid|Retisol-a|Vesanoid|Ro 1-5488|Vitinoin|Renova|AGN 100335|Vitamin A acid|(all-e)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid|all-trans-Tretinoin|Tretin m|beta-Retinoic acid|all-(e)-Retinoic acid|Stieva-a|Tretinoina|Tretinoinum|all-trans-Vitamin a1 acid|Eudyna|all-trans-Vitamin a acid|Acide retinoique (french) (dsl)	tretinoin gel microsphere|viti	DRUGBANK	DB00755	C20H28O2	small molecule	L01XX14|D10AD01|D10AD51	302-79-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	SHGAZHPCJJPHSC-YCNIQYBTSA-N
10140	106718	216	RP11-151D14.2	ALDH1A1	ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1	9606	Homo sapiens	unknown	target	Everts HB (2004)	15245423	178212	745	Tretinoin	ATRA|Tretinoin|Tretinoine (french) (einecs)|Retin-a|all-trans-beta-Retinoic acid|All Trans-Retinoic Acid|Trtinone|All Trans Retinoic Acid|Solage|3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ecl)|Retionic Acid|trans-Retinoic acid|all-trans-Retinoic acid|RETINOIC acid|Retisol-a|Vesanoid|Ro 1-5488|Vitinoin|Renova|AGN 100335|Vitamin A acid|(all-e)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid|all-trans-Tretinoin|Tretin m|beta-Retinoic acid|all-(e)-Retinoic acid|Stieva-a|Tretinoina|Tretinoinum|all-trans-Vitamin a1 acid|Eudyna|all-trans-Vitamin a acid|Acide retinoique (french) (dsl)	tretinoin gel microsphere|viti	DRUGBANK	DB00755	C20H28O2	small molecule	L01XX14|D10AD01|D10AD51	302-79-4	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	SHGAZHPCJJPHSC-YCNIQYBTSA-N
10834	106719	217	-	ALDH2	ALDH-E2|ALDHI|ALDM	9606	Homo sapiens	inhibitor	target	Mackenzie IS (2005)	16051882	178554	812	Disulfiram	Tetraethylthiuram Disulfide|Tetraethylthioperoxydicarbonic Diamide|Tetraethylthiuram Disulphide|1,1'-dithiobis(N,N-diethylthioformamide)|N,N,N',N'-tetraethylthiuram disulfide|Antabuse (tn)|Disulfiram|Bis(diethylthiocarbamoyl) disulfide	antabuse tab 0.25gm|antabuse t	DRUGBANK	DB00822	C10H20N2S4	small molecule	P03AA54|P03AA04|N07BB01	97-77-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	AUZONCFQVSMFAP-UHFFFAOYSA-N
10835	106719	217	-	ALDH2	ALDH-E2|ALDHI|ALDM	9606	Homo sapiens	inhibitor	target	Ho MP (2007)	17220694	178555	812	Disulfiram	Tetraethylthiuram Disulfide|Tetraethylthioperoxydicarbonic Diamide|Tetraethylthiuram Disulphide|1,1'-dithiobis(N,N-diethylthioformamide)|N,N,N',N'-tetraethylthiuram disulfide|Antabuse (tn)|Disulfiram|Bis(diethylthiocarbamoyl) disulfide	antabuse tab 0.25gm|antabuse t	DRUGBANK	DB00822	C10H20N2S4	small molecule	P03AA54|P03AA04|N07BB01	97-77-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	AUZONCFQVSMFAP-UHFFFAOYSA-N
18411	107420	983	-	CDK1	CDC2|CDC28A|P34CDC2	9606	Homo sapiens	binder	target	Chen X (2002)	11752352	171740	1973	Indirubin-3'-Monoxime	-	-	DRUGBANK	DB02052	C16H11N3O2	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	HBDSHCUSXQATPO-BGBJRWHRSA-N
18565	106719	217	-	ALDH2	ALDH-E2|ALDHI|ALDM	9606	Homo sapiens	unknown	target	Imming P (2006)	17016423	171742	2035	Daidzin	Daidzoside|7-O-B-D-GLUCOPYRANOSIDE|Daidzein-7-glucoside|Daidzein 7-glucoside|Daidzein 7-O-glucoside|7-(beta-D-Glucopyranosyloxy)-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one|7-(beta-D-glucopyranosyloxy)-3-(4-hydroxyphenyl)-4H-chromen-4-one|4',7-Dihydroxyisoflavone	-	DRUGBANK	DB02115	C21H20O9	small molecule	-	552-66-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	KYQZWONCHDNPDP-QNDFHXLGSA-N
18566	106719	217	-	ALDH2	ALDH-E2|ALDHI|ALDM	9606	Homo sapiens	unknown	target	Overington JP (2006)	17139284	171741	2035	Daidzin	Daidzoside|7-O-B-D-GLUCOPYRANOSIDE|Daidzein-7-glucoside|Daidzein 7-glucoside|Daidzein 7-O-glucoside|7-(beta-D-Glucopyranosyloxy)-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one|7-(beta-D-glucopyranosyloxy)-3-(4-hydroxyphenyl)-4H-chromen-4-one|4',7-Dihydroxyisoflavone	-	DRUGBANK	DB02115	C21H20O9	small molecule	-	552-66-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	KYQZWONCHDNPDP-QNDFHXLGSA-N
18567	106719	217	-	ALDH2	ALDH-E2|ALDHI|ALDM	9606	Homo sapiens	unknown	target	Berman HM (2000)	10592235	172122	2035	Daidzin	Daidzoside|7-O-B-D-GLUCOPYRANOSIDE|Daidzein-7-glucoside|Daidzein 7-glucoside|Daidzein 7-O-glucoside|7-(beta-D-Glucopyranosyloxy)-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one|7-(beta-D-glucopyranosyloxy)-3-(4-hydroxyphenyl)-4H-chromen-4-one|4',7-Dihydroxyisoflavone	-	DRUGBANK	DB02115	C21H20O9	small molecule	-	552-66-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	KYQZWONCHDNPDP-QNDFHXLGSA-N
18573	107420	983	-	CDK1	CDC2|CDC28A|P34CDC2	9606	Homo sapiens	binder	target	Chen X (2002)	11752352	171740	2036	Olomoucine	-	-	DRUGBANK	DB02116	C15H18N6O	small molecule	-	101622-51-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GTVPOLSIJWJJNY-UHFFFAOYSA-N
19428	113162	7314	-	UBB	-	9606	Homo sapiens	unknown	target	Imming P (2006)	17016423	171742	2439	(4s)-5-Fluoro-L-Leucine	-	-	DRUGBANK	DB02542	C6H12FNO2	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FHOARJRQRXAPOF-WHFBIAKZSA-N
19429	113162	7314	-	UBB	-	9606	Homo sapiens	unknown	target	Overington JP (2006)	17139284	171741	2439	(4s)-5-Fluoro-L-Leucine	-	-	DRUGBANK	DB02542	C6H12FNO2	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FHOARJRQRXAPOF-WHFBIAKZSA-N
19430	113162	7314	-	UBB	-	9606	Homo sapiens	unknown	target	Berman HM (2000)	10592235	172122	2439	(4s)-5-Fluoro-L-Leucine	-	-	DRUGBANK	DB02542	C6H12FNO2	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FHOARJRQRXAPOF-WHFBIAKZSA-N
20189	107420	983	-	CDK1	CDC2|CDC28A|P34CDC2	9606	Homo sapiens	unknown	target	Chen X (2002)	11752352	171740	2827	Hymenialdisine	-	-	DRUGBANK	DB02950	C11H10BrN5O2	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	QPCBNXNDVYOBIP-WHFBIAKZSA-N
21190	107420	983	-	CDK1	CDC2|CDC28A|P34CDC2	9606	Homo sapiens	binder	target	Chen X (2002)	11752352	171740	3285	SU9516	-	-	DRUGBANK	DB03428	C13H11N3O2	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	QNUKRWAIZMBVCU-WCIBSUBMSA-N
21391	107420	983	-	CDK1	CDC2|CDC28A|P34CDC2	9606	Homo sapiens	unknown	target	Chen X (2002)	11752352	171740	3351	Flavopiridol	Alvocidib freebase|Alvocidib	-	DRUGBANK	DB03496	C21H20ClNO5	small molecule	-	146426-40-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	BIIVYFLTOXDAOV-YVEFUNNKSA-N
22390	107420	983	-	CDK1	CDC2|CDC28A|P34CDC2	9606	Homo sapiens	inhibitor	target	Chen X (2002)	11752352	171740	3848	Alsterpaullone	-	-	DRUGBANK	DB04014	C16H11N3O3	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	OLUKILHGKRVDCT-UHFFFAOYSA-N
23238	106719	217	-	ALDH2	ALDH-E2|ALDHI|ALDM	9606	Homo sapiens	unknown	target	Imming P (2006)	17016423	171742	4203	Crotonaldehyde	-	-	DRUGBANK	DB04381	C4H6O	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	MLUCVPSAIODCQM-NSCUHMNNSA-N
23239	106719	217	-	ALDH2	ALDH-E2|ALDHI|ALDM	9606	Homo sapiens	unknown	target	Overington JP (2006)	17139284	171741	4203	Crotonaldehyde	-	-	DRUGBANK	DB04381	C4H6O	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	MLUCVPSAIODCQM-NSCUHMNNSA-N
23304	111825	5888	-	RAD51	BRCC5|HRAD51|HsRad51|HsT16930|MRMV2|RAD51A|RECA	9606	Homo sapiens	unknown	target	Berman HM (2000)	10592235	172122	4216	Phosphoaminophosphonic Acid-Adenylate Ester	-	-	DRUGBANK	DB04395	C10H17N6O12P3	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	PVKSNHVPLWYQGJ-FCIPNVEPSA-N
23428	106718	216	RP11-151D14.2	ALDH1A1	ALDC|ALDH-E1|ALDH1|ALDH11|HEL-9|HEL-S-53e|HEL12|PUMB1|RALDH1	9606	Homo sapiens	unknown	target	Berman HM (2000)	10592235	172122	4261	1,4-Dithiothreitol	2,3-dihydroxy-1,4-dithiobutane	-	DRUGBANK	DB04447	C4H10O2S2	small molecule	-	3483-12-3	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	VHJLVAABSRFDPM-IMJSIDKUSA-N
23499	113164	7316	-	UBC	HMG20	9606	Homo sapiens	unknown	target	Berman HM (2000)	10592235	172122	4278	N-Formylmethionine	-	-	DRUGBANK	DB04464	C6H11NO3S	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	PYUSHNKNPOHWEZ-YFKPBYRVSA-N
24880	107536	1111	-	CHEK1	CHK1	9606	Homo sapiens	unknown	target	Berman HM (2000)	10592235	172122	5673	4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE	-	-	DRUGBANK	DB06852	C23H22ClN5O	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	MOVBBVMDHIRCTG-LJQANCHMSA-N
24906	107536	1111	-	CHEK1	CHK1	9606	Homo sapiens	unknown	target	Berman HM (2000)	10592235	172122	5696	N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE	-	-	DRUGBANK	DB06876	C24H24N6O	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	YJWJKKXGAPWLGT-UHFFFAOYSA-N
25038	107536	1111	-	CHEK1	CHK1	9606	Homo sapiens	unknown	target	Berman HM (2000)	10592235	172122	5843	3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE	-	-	DRUGBANK	DB07025	C24H26N4O	small molecule	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	KBIHHEGEALBUMT-UHFFFAOYSA-N
